match_id,innings_no,team_id,player_id,runs_scored,balls_batted,fours_scored,sixes_scored,overs_bowled,maidens,runs_conceded,wickets_taken,no_balls,wides,final_out_condition
22456,1,64,1447,5,7,1,0,0,0,0,0,0,0,lbw b Prasidh
22456,1,64,2258,37,34,5,1,0,0,0,0,0,0,c Shubman Gill b H Gurney
22456,1,64,2250,73,59,7,1,0,0,0,0,0,0,not out
22456,1,64,9012,6,8,0,0,0,0,0,0,0,0,c Chawla b H Gurney
22456,1,64,6557,7,14,0,0,0.5,0,3,0,0,1,not out
22456,1,64,8425,0,0,0,0,0,0,0,0,0,0,Did not bat
22456,1,64,8925,0,0,0,0,1.0,0,22,0,0,0,Did not bat
22456,1,64,11540,0,0,0,0,3.0,0,14,0,0,0,Did not bat
22456,1,64,9746,0,0,0,0,4.0,0,35,2,0,0,Did not bat
22456,1,64,1451,0,0,0,0,3.0,0,31,0,0,1,Did not bat
22456,1,64,13520,0,0,0,0,2.0,0,27,0,0,1,Did not bat
22456,2,63,7752,50,32,6,3,0,0,0,0,0,0,c S Midhun b Shreyas Gopal
22456,2,63,2276,47,25,6,3,4.0,0,22,0,0,1,c Steven Smith b Shreyas Gopal
22456,2,63,527,26,16,1,2,0,0,0,0,0,0,not out
22456,2,63,11808,6,10,0,0,0,0,0,0,0,0,not out
22456,2,63,9204,0,0,0,0,0,0,0,0,0,0,Did not bat
22456,2,63,145,0,0,0,0,0,0,0,0,0,0,Did not bat
22456,2,63,7736,0,0,0,0,0,0,0,0,0,0,Did not bat
22456,2,63,466,0,0,0,0,4.0,0,19,0,0,0,Did not bat
22456,2,63,8292,0,0,0,0,4.0,0,33,0,0,0,Did not bat
22456,2,63,6496,0,0,0,0,4.0,0,25,2,0,1,Did not bat
22456,2,63,10551,0,0,0,0,4.0,0,35,1,2,2,Did not bat
