match_id,innings_no,team_id,player_id,runs_scored,balls_batted,fours_scored,sixes_scored,overs_bowled,maidens,runs_conceded,wickets_taken,no_balls,wides,final_out_condition
22458,1,58,7752,0,5,0,0,0,0,0,0,0,0,lbw b D Chahar
22458,1,58,2276,6,5,0,0,3.2,0,24,2,0,6,c D Chahar b Harbhajan
22458,1,58,527,11,9,2,0,0,0,0,0,0,0,c Kedar Jadhav b D Chahar
22458,1,58,9204,0,3,0,0,0,0,0,0,0,0,c Rayudu b D Chahar
22458,1,58,145,19,21,3,0,0,0,0,0,0,0,c Harbhajan b Tahir
22458,1,58,11808,9,12,0,0,0,0,0,0,0,0,st Dhoni b Tahir
22458,1,58,7736,50,44,5,3,0,0,0,0,0,0,not out
22458,1,58,466,8,13,0,1,4.0,0,28,1,0,0,st Dhoni b Harbhajan
22458,1,58,8292,0,1,0,0,4.0,0,16,0,0,0,run out (Rayudu/Harbhajan)
22458,1,58,10551,0,2,0,0,4.0,0,23,0,1,0,c Harbhajan b Ravindra Jadeja
22458,1,58,6496,1,5,0,0,2.0,0,20,0,1,0,not out
22458,2,63,158,17,9,2,1,0,0,0,0,0,0,c Chawla b Narine
22458,2,63,7825,43,45,3,0,0,0,0,0,0,0,not out
22458,2,63,413,14,13,1,1,0,0,0,0,0,0,c Chawla b Narine
22458,2,63,6311,21,31,2,0,0,0,0,0,0,0,c Nitish Rana b Chawla
22458,2,63,1851,8,8,1,0,0,0,0,0,0,0,not out
22458,2,63,265,0,0,0,0,0,0,0,0,0,0,Did not bat
22458,2,63,587,0,0,0,0,4.0,0,17,1,0,1,Did not bat
22458,2,63,9511,0,0,0,0,4.0,0,34,0,0,1,Did not bat
22458,2,63,7836,0,0,0,0,4.0,0,20,3,0,1,Did not bat
22458,2,63,75,0,0,0,0,4.0,0,15,2,0,0,Did not bat
22458,2,63,6667,0,0,0,0,4.0,0,21,2,0,0,Did not bat
